Paper_ID,Affiliation_ID,Year,Keyword,AffiliationGroup,OriginalAffiliation,Author,NA
8393,1,1994,eco,ES,"UNIV NACL AUTONOMA MEXICO,CTR ECOL,APARTADO POSTAL 70-275,MEXICO CITY 04510,MEXICO.","DOMINGUEZ, CA",344
8395,1,1994,bio,ES,"UNIV NEVADA,DEPT BIOL,RENO,NV 89557, USA.","VANDERWALL, SB",345
8396,1,1994,marine,ES,"COLL WILLIAM & MARY,SCH MARINE SCI,VIRGINIA INST MARINE SCI,GLOUCESTER POINT,VA 23062, USA.","ORTH, RJ",346
8400,1,1994,bot,ES,"DUKE UNIV,DEPT BOT,DURHAM,NC 27708, USA.","BEVER, JD",347
8402,1,1994,eco,ES,"UNIV ARIZONA,DEPT ECOL & EVOLUTIONARY BIOL,TUCSON,AZ 85721, USA.","BECERRA, JX",348
8408,1,1994,bio,ES,"MT HOLYOKE COLL,DEPT BIOL SCI,S HADLEY,MA 01075, USA.","SMITH, SM",293
8411,1,1994,zoo,ES,"UNIV OTAGO, DEPT ZOOL, POB 56, DUNEDIN, NEW ZEALAND.","MCINTOSH, AR",349
8415,1,1994,limn,ES,"UNIV WISCONSIN,CTR LIMNOL,680 N PK ST,MADISON,WI 53706, USA.","COTTINGHAM, KL",350
8416,1,1994,woods hole,ES,"WOODS HOLE OCEANOG INST,WOODS HOLE,MA 02543, USA.","SOLOW, AR",231
8418,1,1994,bio,ES,"UNIV CALIF SAN DIEGO,DEPT BIOL,0116,9500 GILMAN DR,LA JOLLA,CA 92093, USA.","BILLICK, I",351
8422,1,1994,bio,ES,"UNIV CALIF LOS ANGELES,DEPT BIOL,LOS ANGELES,CA 90024, USA.","VANVALKENBURGH, B",352
8434,1,1994,bio,ES,"SUNY BUFFALO,DEPT BIOL SCI,BUFFALO,NY 14260, USA.","BALDWIN, IT",260
8437,1,1994,bio,ES,"UNIV UTAH,DEPT BIOL,SALT LAKE CITY,UT 84112, USA.","SPERRY, JS",353
8442,1,1994,NoMatch,Unmatched,"UNIV CONNECTICUT,STORRS,CT 06269, USA.","RIBBENS, E",354
8444,1,1994,eco,ES,"LUND UNIV,DEPT ECOL,ECOL BLDG,S-22362 LUND,SWEDEN.","BRONMARK, C",355
8446,1,1994,ent,ES,"UNIV KENTUCKY,SCH BIOL SCI,CTR EVOLUT ECOL,LEXINGTON,KY 40506, USA.","GLEESON, SK",356
8447,1,1994,bio,ES,"UNIV CALIF SANTA BARBARA,DEPT BIOL SCI,SANTA BARBARA,CA 93106, USA.","SARNELLE, O",357
8448,1,1994,min,ES,"UNIV MINNESOTA,DEPT ECOL EVOLUT & BEHAV,1987 UPPER BUFORD CIRCLE,ST PAUL,MN 55108, USA.","ABRAMS, PA",207
8449,1,1994,ent,ES,"UNIV KENTUCKY,TH MORGAN SCH BIOL SCI,CTR EVOLUT ECOL,LEXINGTON,KY 40506, USA.","SIH, A",358
8452,1,1994,eco,ES,"LUND UNIV,DEPT ECOL,POB 65,S-22100 LUND,SWEDEN.","BERGMAN, E",359
8453,1,1994,min,ES,"UNIV WYOMING,DEPT ZOOL & PHYSIOL,LARAMIE,WY 82071, USA.","RAHEL, FJ",360
8454,1,1994,limn,ES,"UNIV WISCONSIN,CTR LIMNOL,MADISON,WI 53706, USA.","CARPENTER, SR",235
8456,1,1994,agr,ES,"SWEDISH UNIV AGR SCI,DEPT ECOL & ENVIRONM RES,SOIL ECOL SECT,POB 7072,S-75007 UPPSALA,SWEDEN.","BENGTSSON, J",361
8462,1,1994,bio,ES,"FLORIDA STATE UNIV,DEPT BIOL SCI B142,TALLAHASSEE,FL 32306, USA.","LEIPS, J",362
8465,1,1994,eco,ES,"SAVANNAH RIVER ECOL LAB,DRAWER E,AIKEN,SC 29801, USA.","SCOTT, DE",363
8468,1,1994,env,ES,"UNIV LIVERPOOL,DEPT ENVIRONM & EVOLUT BIOL,POPULAT BIOL RES GRP,POB 147,LIVERPOOL L69 3BX,ENGLAND.","HARVEY, JA",364
8469,1,1994,eco,ES,"LUND UNIV,DEPT ECOL THEORET ECOL,ECOL BLDG,S-22362 LUND,SWEDEN.","TUOMI, J",365
8470,1,1994,physiol,ES,"UNIV KANSAS,DEPT PHYSIOL & CELL BIOL,HAWORTH HALL,LAWRENCE,KS 66045, USA.","BORCHERT, R",366
8474,1,1994,plant,ES,"UNIV UTRECHT,DEPT PLANT ECOL & EVOLUT BIOL,POB 80084,3508 TB UTRECHT,NETHERLANDS.","AERTS, R",180
8475,1,1994,forest,ES,"HARVARD UNIV FOREST,POB 68,PETERSHAM,MA 01366, USA.","MATLACK, GR",367
8476,1,1994,life,ES,"BEN GURION UNIV NEGEV,DEPT LIFE SCI,IL-84105 BEER SHEVA,ISRAEL.","GOLDBERG, DE",368
8479,1,1994,plant,ES,"UNIV MAINE,DEPT PLANT SOIL & ENVIRONM SCI,ORONO,ME 04469, USA.","RUSTAD, LE",369
8484,1,1994,bio,ES,"NEW MEXICO STATE UNIV,DEPT BIOL,LAS CRUCES,NM 88003, USA.","CAIN, ML",370
8488,1,1994,usda,Remove,"USDA ARS,GRASSLAND SOIL & WATER RES LAB,TEMPLE,TX 76502, USA.","POLLEY, HW",371
8489,1,1994,bio,ES,"HOPE COLL,DEPT BIOL,HOLLAND,MI 49423, USA.","MURRAY, KG",372
8491,1,1994,bio,ES,"SUNY BUFFALO, DEPT SCI BIOL, BUFFALO, NY 14260 USA.","BALDWIN, IT",260
8493,1,1994,bio,ES,"UNIV GRANADA,FAC CIENCIAS,DEPT BIOL ANIM & ECOL,E-18001 GRANADA,SPAIN.","GOMEZ, JM",373
8495,1,1994,agr,ES,"SWEDISH UNIV AGR SCI,DEPT WILDLIFE ECOL,GRIMSO WILDLIFE RES STN,S-73091 RIDDARHYTLAN,SWEDEN.","LINDSTROM, ER",374
8496,1,1994,eco,ES,"WITS UNIV,CTR AFRICAN ECOL,DEPT ZOOL,WITWATERSRAND 2050,SOUTH AFRICA.","OWENSMITH, N",375
8498,1,1994,bio,ES,"UNIV CALIF LOS ANGELES,DEPT BIOL,LOS ANGELES,CA 90024, USA.","HERTEL, F",376
8506,1,1994,ent,ES,"TRENT UNIV,ENVIRONM & RESOURCE STUDIES PROGRAM,PETERBOROUGH K9J 7B8,ON,CANADA.","FOX, MG",377
8509,1,1994,bot,ES,"UNIV WASHINGTON,DEPT BOT,SEATTLE,WA 98195, USA.","SCHEMSKE, DW",378
8517,1,1994,bio,ES,"UNIV MONTANA,DIV BIOL SCI,MISSOULA,MT 59812, USA.","CALLAWAY, RM",227
8523,1,1994,zoo,ES,"UNIV HELSINKI,DEPT ZOOL,DIV ECOL,POB 17,P RAUTATIEKATU 13,SF-00014 HELSINKI,FINLAND.","HANSKI, I",74
8524,1,1994,bio,ES,"BOSTON UNIV,DEPT BIOL,BOSTON,MA 02215, USA.","BESHERS, SN",379
8526,1,1994,anim,ES,"UMEA UNIV,DEPT ANIM ECOL,S-90187 UMEA,SWEDEN.","HORNFELDT, B",380
8531,1,1994,ent,ES,"IOWA STATE UNIV SCI & TECHNOL,DEPT ENTOMOL,AMES,IA 50011, USA.","PLEASANTS, JM",381
8534,1,1994,bio,ES,"UNIV CALIF SANTA BARBARA, DEPT BIOL SCI, SANTA BARBARA, CA 93106 USA.","MURDOCH, WW",382
8541,1,1994,bot,ES,"UNIV CALIF DAVIS,BOT GRAD GRP,DAVIS,CA 95616, USA.","LOWENBERG, GJ",383
8547,1,1994,eco,ES,"UNIV CALIF IRVINE,DEPT ECOL & EVOLUTIONARY BIOL,IRVINE,CA 92717, USA.","MUELLER, LD",384
8551,1,1994,bio,ES,"UNIV CALIF SAN DIEGO,DEPT BIOL 0116,LA JOLLA,CA 92093, USA.","CASE, TJ",67
8552,1,1994,bio,ES,"UNIV SASKATCHEWAN, DEPT BIOL, SASKATOON S7N 0W0, SK, CANADA.","MESSIER, F",385
8557,1,1994,zoo,ES,"OHIO STATE UNIV,DEPT ZOOL,AQUAT ECOL LAB,COLUMBUS,OH 43210, USA.","GARVEY, JE",386
8562,1,1994,sea,ES,"UNIV WASHINGTON,SEATTLE,WA 98195, USA.","KAREIVA, P",191
8563,1,1994,min,ES,"UNIV MINNESOTA,DEPT ECOL EVOLUT & BEHAV,1987 UPPER BUFORD CIRCLE,ST PAUL,MN 55108, USA.","TILMAN, D",93
8570,1,1994,nat,ES,"IMPERIAL COLL,NAT ENVIRONM RES COUNCIL,CTR POPULAT BIOL,SILWOOD PK,ASCOT SL5 7PY,BERKS,ENGLAND.","NAEEM, S",387
8571,1,1994,bio,ES,"EMORY UNIV,DEPT BIOL,ATLANTA,GA 30322, USA.","DUDT, JF",388
8575,1,1994,forest,ES,"PENN STATE UNIV,SCH FOREST RESOURCES,FERGUSON BLDG,UNIV PK,PA 16802, USA.","ABRAMS, MD",389
8579,1,1994,zoo,ES,"UNIV CALIF DAVIS,DEPT ZOOL,DAVIS,CA 95616, USA.","SPILLER, DA",390
8580,1,1994,bio,ES,"UNIV MICHIGAN,DEPT BIOL,ANN ARBOR,MI 48109, USA.","WERNER, EE",391
8581,1,1994,zoo,ES,"UNIV ALBERTA,DEPT ZOOL,EDMONTON T6G 2E9,AB,CANADA.","LARSEN, KW",392
8583,1,1994,zoo,ES,"OKLAHOMA STATE UNIV,DEPT ZOOL,STILLWATER,OK 74078, USA.","LOCHMILLER, RL",393
8586,1,1994,bio,ES,"UNIV NEW MEXICO,DEPT BIOL,ALBUQUERQUE,NM 87131, USA.","VALONE, TJ",394
8588,1,1993,min,ES,"UNIV MINNESOTA,DEPT ECOL EVOLUT & BEHAV,1987 UPPER BUFORD CIRCLE,ST PAUL,MN 55108, USA.","TILMAN, D",93
8595,1,1993,agr,ES,"SWEDISH UNIV AGR SCI,DEPT ANIM ECOL,S-90183 UMEA,SWEDEN.","EDENIUS, L",395
8596,1,1993,bio,ES,"NO ARIZONA UNIV,DEPT BIOL SCI,FLAGSTAFF,AZ 86011, USA.","CHRISTENSEN, KM",396
8598,1,1993,bio,ES,"NO ARIZONA UNIV,DEPT BIOL SCI,FLAGSTAFF,AZ 86011, USA.","DELVECCHIO, TA",397
8603,1,1993,bio,ES,"UNIV TEXAS,DEPT BIOL,BOX 19498,ARLINGTON,TX 76019, USA.","STERNER, RW",133
8609,1,1993,eco,ES,"BROWN UNIV,GRAD PROGRAM ECOL & EVOLUT BIOL,PROVIDENCE,RI 02912, USA.","GAINES, SD",398
8610,1,1993,env,ES,"UNIV VIRGINIA,DEPT ENVIRONM SCI,CHARLOTTESVILLE,VA 22903, USA.","PORTER, JH",399
8615,1,1993,math ,MA,"FLORIDA STATE UNIV,DEPT MATH B-154,TALLAHASSEE,FL 32306, USA.","MESTERTONGIBBONS, M",400
8620,1,1993,NoMatch,Unmatched,"CORNELL UNIV,ITHACA,NY 14853, USA.","NOWLIS, JP",401
8625,1,1993,bio,ES,"UNIV CALIF RIVERSIDE,DEPT BIOL,RIVERSIDE,CA 92521, USA.","REZNICK, D",402
8630,1,1993,nat,ES,"MUSEO NACL CIENCIAS NATURALES,DEPT ECOL EVOLUTIVA,JOSE GUTIERREZ ABASCAL 2,E-28006 MADRID,SPAIN.","MORENO, E",403
8636,1,1993,natl lab,Remove,"OAK RIDGE NATL LAB,DIV ENVIRONM SCI,POB 2008,MS 6038,OAK RIDGE,TN 37830, USA.","GARTEN, CT",404
8637,1,1993,evol,ES,"HARVARD UNIV,DEPT ORGANISM & EVOLUT BIOL,CAMBRIDGE,MA 02138, USA.","TREMMEL, DC",405
8638,1,1993,bio,ES,"UNIV TEXAS,DIV BIOL SCI,AUSTIN,TX 78712, USA.","GREIG, N",406
8641,1,1993,bio,ES,"UNIV WISCONSIN,DEPT BIOL,WHITEWATER,WI 53190, USA.","CHEPLICK, GP",407
8643,1,1993,NoMatch,Unmatched,"CORNELL UNIV,ITHACA,NY 14853, USA.","SHERMAN, PW",408
8645,1,1993,bio,ES,"MCGILL UNIV,DEPT BIOL,1205 AVE DOCTEUR PENFIELD,MONTREAL H3A 1B1,QUEBEC,CANADA.","POTVIN, C",163
8652,1,1993,bio,ES,"UNIV SHERBROOKE,DEPT BIOL,SHERBROOKE J1K 2R1,QUEBEC,CANADA.","SHIPLEY, B",409
8653,1,1993,bot,ES,"UNIV MANITOBA,DEPT BOT,WINNIPEG R3T 2N2,MANITOBA,CANADA.","KENKEL, NC",410
8654,1,1993,atmospher,ES,"PRINCETON UNIV,PROGRAM ATMOSPHER & OCEAN SCI,POB CN7 10,SAYRE HALL,PRINCETON,NJ 08544, USA.","ARMSTRONG, RA",411
8658,1,1993,eco,ES,"PRINCETON UNIV,DEPT ECOL & EVOLUT BIOL,PRINCETON,NJ 08544, USA.","EMMS, SK",412
8660,1,1993,bio,ES,"INDIANA UNIV,DEPT BIOL,BLOOMINGTON,IN 47405, USA.","CLAY, K",220
8662,1,1993,bot,ES,"NEW YORK BOT GARDEN,INST ECOSYST STUDIES,MARY FLAGLER CARY ARBORETUM,BOX AB,MILLBROOK,NY 12545, USA.","OSTFELD, RS",326
8663,1,1993,zoo,ES,"UNIV FLORIDA,DEPT ZOOL,223 BARTRAM HALL,GAINESVILLE,FL 32611, USA.","LEVEY, DJ",413
8667,1,1993,bio,ES,"UNIV NEW MEXICO,DEPT BIOL,ALBUQUERQUE,NM 87131, USA.","KODRICBROWN, A",80
8671,1,1993,bio,ES,"SIMON FRASER UNIV,DEPT BIOL SCI,BEHAV ECOL RES GRP,BURNABY V5A 1S6,BC,CANADA.","WELHAM, CVJ",414
8672,1,1993,zoo,ES,"UNIV GUELPH,DEPT ZOOL,GUELPH N1G 2W1,ONTARIO,CANADA.","FRYXELL, JM",415
8673,1,1993,bio,ES,"UNIV NEVADA,DEPT BIOL,RENO,NV 89557, USA.","VANDERWALL, SB",345
8682,1,1993,zoo,ES,"UNIV TORONTO,ERINDALE COLL,DEPT ZOOL,MISSISSAUGA L5L 1C6,ONTARIO,CANADA.","GWYNNE, DT",416
8686,1,1993,max planck,Remove,"MAX PLANCK INST LIMNOL,DEPT PHYSIOL ECOL,POSTFACH 165,W-2320 PLON,GERMANY.","LAMPERT, W",417
8687,1,1993,ent,ES,"STATE UNIV GHENT,ANIM ECOL LAB,KL LEDEGANCKSTR 35,B-9000 GHENT,BELGIUM.","DEMEESTER, L",418
8689,1,1993,bot,ES,"UNIV CAPE TOWN,DEPT BOT,RONDEBOSCH 7700,SOUTH AFRICA.","MUSTART, PJ",419
8690,1,1993,evol,ES,"HARVARD UNIV,DEPT ORGAN & EVOLUT BIOL,CAMBRIDGE,MA 02138, USA.","WAYNE, PM",420
8693,1,1993,bio,ES,"KYUSHU UNIV,FAC SCI,DEPT BIOL,FUKUOKA 812,JAPAN.","SATO, K",421
8698,1,1993,bio,ES,"CLARKSON UNIV,DEPT BIOL,POTSDAM,NY 13699, USA.","SINSABAUGH, RL",422
8699,1,1993,bio,ES,"CLARKSON UNIV,DEPT BIOL,POTSDAM,NY 13699, USA.","SINSABAUGH, RL",422
8700,1,1993,forest,ES,"UNIV ARKANSAS,DEPT FOREST RESOURCES,MONTICELLO,AR 71655, USA.","ZEIDE, B",423
8702,1,1993,forest,ES,"HARVARD UNIV,HARVARD FOREST,PETERSHAM,MA 01366, USA.","FOSTER, DR",424
8705,1,1993,bot,ES,"UNIV HAWAII,DEPT BOT,HONOLULU,HI 96822, USA.","DRAKE, DR",425
8714,1,1993,eco,ES,"CORNELL UNIV,SECT ECOL & SYSTEMAT,ITHACA,NY 14853, USA.","MEYER, GA",426
8715,1,1993,eco,ES,"CORNELL UNIV,ECOL & SYSTEMAT SECT,ITHACA,NY 14853, USA.","MEYER, GA",426
8724,1,1993,konnevesi res stn,ES,"UNIV JYVASKYLA,KONNEVESI RES STN,DEPT BIOL,SF-44300 KONNEVESI,FINLAND.","SUHONEN, J",427
8728,1,1993,bio,ES,"NO ARIZONA UNIV,DEPT BIOL SCI,FLAGSTAFF,AZ 86011, USA.","BLINN, DW",428
8730,1,1993,agr,ES,"KANSAS STATE UNIV AGR & APPL SCI,DEPT BIOL,MANHATTAN,KS 66506, USA.","REICHMAN, OJ",56
8731,1,1993,meereskunde,ES,"INST MEERESKUNDE,DUSTERNBROOKER WEG 20,W-2300 KIEL 1,GERMANY.","WILSON, RP",429
8734,1,1993,bio,ES,"MEM UNIV NEWFOUNDLAND,DEPT BIOL,ST JOHNS A1B 3X9,NEWFOUNDLAND,CANADA.","HUTCHINGS, JA",430
8736,1,1993,zoo,ES,"UNIV BRITISH COLUMBIA,DEPT ZOOL,ECOL GRP,VANCOUVER V6T 1Z4,BC,CANADA.","SCHLUTER, D",431
8737,1,1993,bio,ES,"ILLINOIS STATE UNIV,DEPT BIOL SCI,ECOL GRP,NORMAL,IL 61701, USA.","HECHTEL, LJ",168
8738,1,1993,zoo,ES,"UNIV HELSINKI,DEPT ZOOL,P RAUTATIEKATU 13,SF-00100 HELSINKI 10,FINLAND.","HAILA, Y",432
8739,1,1993,min,ES,"UNIV MINNESOTA,DEPT ECOL EVOLUT & BEHAV,318 CHURCH ST SE,MINNEAPOLIS,MN 55455, USA.","ABRAMS, PA",207
8747,1,1993,life,ES,"HEBREW UNIV JERUSALEM, INST LIFE SCI, DEPT EVOLUT SYSTEMAT & ECOL, IL-91904 JERUSALEM, ISRAEL.","KADMON, R",324
8752,1,1993,marine,ES,"UNIV GUAM,MARINE LAB,MANGILAO,GU 96923, USA.","PENNINGS, SC",205
8753,1,1993,marine,ES,"UNIV DELAWARE,GRAD COLL MARINE STUDIES,LEWES,DE 19958, USA.","BOETTCHER, AA",433
8755,1,1993,bio,ES,"MCGILL UNIV,DEPT BIOL,1205 AVE DOCTEUR PENFIELD,MONTREAL H3A 1B1,QUEBEC,CANADA.","SCHALLENBERG, M",434
8756,1,1993,max planck,Remove,"MAX PLANCK INST LIMNOL,OKOPHYSIOL ABT,POSTFACH 165,W-2320 PLON,GERMANY.","WEIDER, LJ",435
8757,1,1993,marine,ES,"HAMPTON UNIV,CTR MARINE & ENVIRONM STUDIES,HAMPTON,VA 23668, USA.","CUKER, BE",436
8758,1,1993,zoo,ES,"UNIV WASHINGTON,DEPT ZOOL,NJ-15,SEATTLE,WA 98195, USA.","EDWARDS, JS",437
8760,1,1993,woods hole,ES,"WOODS HOLE OCEANOG INST,WOODS HOLE,MA 02543, USA.","SOLOW, AR",231
8764,1,1993,earth,ES,"LEHIGH UNIV,DEPT EARTH & ENVIRONM SCI,BETHLEHEM,PA 18015, USA.","WILLIAMSON, CE",438
8773,1,1993,bio,ES,"BROWN UNIV,DIV BIOL & MED,GRAD PROGRAM ECOL & EVOLUT BIOL,BOX G-W,PROVIDENCE,RI 02912, USA.","MORSE, DH",439
8776,1,1993,bio,ES,"UNIV PUERTO RICO,DEPT BIOL,RIO PIEDRAS,PR 00931, USA.","AIDE, TM",440
8780,1,1993,env,ES,"CURTIN UNIV TECHNOL,SCH ENVIRONM BIOL,POB U1987,PERTH 6001,AUSTRALIA.","LAMONT, BB",441
8786,1,1993,eco,ES,"CNRS,CTR ECOL FONCTIONELLE & EVOLUT,BP 5051,F-34033 MONTPELLIER,FRANCE.","JOFFRE, R",442
8790,1,1993,bio,ES,"UNIV UTAH,DEPT BIOL,SALT LAKE CITY,UT 84112, USA.","SAGERS, CL",443
8794,1,1993,ent,ES,"UNIV CALIF DAVIS,DEPT ENTOMOL,DAVIS,CA 95616, USA.","KARBAN, R",306
8795,1,1993,ent,ES,"UNIV CALIF DAVIS,DEPT ENTOMOL,DAVIS,CA 95616, USA.","KARBAN, R",306
8796,1,1993,zoo,ES,"DUKE UNIV,DEPT ZOOL,DURHAM,NC 27706, USA.","RAUSHER, MD",444
8798,1,1993,ent,ES,"UNIV CALIF DAVIS,DEPT ENTOMOL,DAVIS,CA 95616, USA.","KARBAN, R",306
8799,1,1993,ent,ES,"UNIV ILLINOIS,DEPT ENTOMOL,302 MORRILL HALL,505 S GOODWIN,URBANA,IL 61801, USA.","ZANGERL, AR",445
8800,1,1993,bio,ES,"EMORY UNIV,DEPT BIOL,ATLANTA,GA 30322, USA.","SHURE, DJ",446
8802,1,1993,bio,ES,"UNIV CALIF BERKELEY,DEPT INTEGRAT BIOL,BERKELEY,CA 94720, USA.","DANTONIO, CM",447
8803,1,1993,bot,ES,"CONNECTICUT COLL,DEPT BOT,NEW LONDON,CT 06320, USA.","WARREN, RS",448
8804,1,1993,evol,ES,"HARVARD UNIV,DEPT ORGANISM & EVOLUT BIOL,CAMBRIDGE,MA 02138, USA.","BAZZAZ, FA",449
8814,1,1993,bio,ES,"ALLEGHENY COLL,DEPT BIOL,MEADVILLE,PA 16335, USA.","WISSINGER, S",450
8818,1,1993,eco,ES,"UNIV LUND,DEPT ECOL ANIM ECOL,S-22362 LUND,SWEDEN.","NILSSON, JA",451
8819,1,1993,populat,ES,"ROCKEFELLER UNIV,POPULAT LAB,1230 YORK AVE,BOX 20,NEW YORK,NY 10021, USA.","COHEN, JE",452
8825,1,1992,bio,ES,"SUNY BINGHAMTON,DEPT BIOL SCI,BINGHAMTON,NY 13902, USA.","WILSON, DS",131
8826,1,1992,bot,ES,"UNIV OKLAHOMA,DEPT BOT & MICROBIOL,NORMAN,OK 73019, USA.","COLLINS, SL",453
8832,1,1992,eco,ES,"UNIV ILLINOIS,DEPT ECOL ETHOL & EVOLUT,INST ENVIRONM STUDIES,1101 W PEABODY DR,URBANA,IL 61801, USA.","PAIGE, KN",454
8838,1,1992,bio,ES,"UNIV CALIF SANTA BARBARA,DEPT BIOL SCI,SANTA BARBARA,CA 93106, USA.","MAHALL, BE",455
8841,1,1992,zoo,ES,"UNIV ALBERTA,DEPT ZOOL,EDMONTON T6G 2E9,ALBERTA,CANADA.","BRETON, LM",456
8842,1,1992,bio,ES,"STETSON UNIV,DEPT BIOL,DE LAND,FL 32720, USA.","MAY, PG",457
8852,1,1992,bio,ES,"UNIV MONTREAL,DEPT SCI BIOL,CASIER POSTAL 6128,SUCCURSALE A,MONTREAL H3C 3J7,QUEBEC,CANADA.","POULIN, B",458
8858,1,1992,zoo,ES,"UNIV LAUSANNE,INST ZOOL & ANIM ECOL,CH-1015 LAUSANNE,SWITZERLAND.","ARDITI, R",459
8859,1,1992,bio,ES,"UNIV CALIF BERKELEY,DIV BIOL CONTROL,1050 SAN PABLO AVE,ALBANY,CA 94706, USA.","GUTIERREZ, AP",460
8860,1,1992,eco,ES,"SUNY STONY BROOK,DEPT ECOL & EVOLUT,STONY BROOK,NY 11794, USA.","SLOBODKIN, LB",461
8861,1,1992,eco,ES,"CORNELL UNIV,ECOL & SYSTEMAT SECT,ITHACA,NY 14853, USA.","HARVELL, CD",462
8863,1,1992,zoo,ES,"UNIV WASHINGTON,DEPT ZOOL NJ15,SEATTLE,WA 98195, USA.","PFISTER, CA",463
8866,1,1992,bio,ES,"UNIV OREGON,DEPT BIOL,EUGENE,OR 97403, USA.","LYNCH, M",89
8868,1,1992,anim,ES,"UMEA UNIV,DEPT ANIM ECOL,S-90187 UMEA,SWEDEN.","DIEHL, S",464
8870,1,1992,bio,ES,"UNIV CALIF BERKELEY,DEPT INTEGRAT BIOL DEPT INTEGRAT BIOL,BERKELEY,CA 94720, USA.","POWER, ME",465
8871,1,1992,zoo,ES,"UNIV KARLSRUHE,INST ZOOL,POSTFACH 6980,W-7500 KARLSRUHE 1,GERMANY.","TSCHARNTKE, T",466
8872,1,1992,zoo,ES,"UNIV FLORIDA,DEPT ZOOL,GAINESVILLE,FL 32611, USA.","VANDERWERF, E",467
8873,1,1992,env,ES,"UNIV COLORADO,DEPT ENVIRONM POPULAT & ORGANISM BIOL,BOULDER,CO 80309, USA.","BOCK, CE",468
8874,1,1992,bio,ES,"YALE UNIV,DEPT BIOL,POB 6666,NEW HAVEN,CT 06511, USA.","BROWN, CR",469
8876,1,1992,env,ES,"UNIV COLORADO,DEPT ENVIRONM POPULAT & ORGANISM BIOL,BOULDER,CO 80309, USA.","SNYDER, MA",470
8878,1,1992,zoo,ES,"UNIV CALIF DAVIS,DEPT ZOOL,ANIM BEHAV GRAD GRP,DAVIS,CA 95616, USA.","BLUMSTEIN, DT",471
8881,1,1992,bio,ES,"UNIV QUEBEC, DEPT SCI BIOL, MONTREAL H3C 3P8, QUEBEC, CANADA.","CAPPUCCINO, N",472
8882,1,1992,zoo,ES,"ARIZONA STATE UNIV,DEPT ZOOL,TEMPE,AZ 85287, USA.","FAETH, SH",166
8883,1,1992,bio,ES,"BROWN UNIV,DIV BIOL & MED,GRAD PROGRAM ECOL & EVOLUT BIOL,BOX G-W,PROVIDENCE,RI 02912, USA.","MORSE, DH",439
8884,1,1992,bot,ES,"UNIV STOCKHOLM,DEPT BOT,S-10691 STOCKHOLM,SWEDEN.","EHRLEN, J",330
8886,1,1992,eco,ES,"BROWN UNIV,GRAD PROGRAM ECOL & EVOLUT BIOL,PROVIDENCE,RI 02912, USA.","BERTNESS, MD",130
8888,1,1992,bio,ES,"NO ILLINOIS UNIV,DEPT BIOL SCI,DE KALB,IL 60115, USA.","SCHEINER, SM",473
8889,1,1992,bot,ES,"UNIV RHODE ISL,DEPT BOT,KINGSTON,RI 02881, USA.","MAY, JD",474
8890,1,1992,geog,SS,"UNIV WYOMING,DEPT GEOG,LARAMIE,WY 82071, USA.","BAKER, WL",475
8893,1,1992,math ,MA,"FLORIDA STATE UNIV, DEPT MATH B154, TALLAHASSEE, FL 32306 USA.","MESTERTONGIBBONS, M",400
8895,1,1992,marine,ES,"MARINE BIOL LAB,CTR ECOSYST,WOODS HOLE,MA 02543, USA.","NEILL, C",476
8896,1,1992,phys ,PS,"FORSCHUNGSZENTRUM JULICH, FORSCHUNGSZENTRUM, BIOPHYS CHEM ABT, ICH, W-5170 JULICH 1, GERMANY.","SCHLESER, GH",477
8897,1,1992,marine,ES,"MARINE BIOL LAB,CTR ECOSYST,WOODS HOLE,MA 02543, USA.","NADELHOFFER, KJ",478
8899,1,1992,marine,ES,"MARINE BIOL LAB,CTR ECOSYST,WOODS HOLE,MA 02543, USA.","RASTETTER, EB",479
8902,1,1992,ent,ES,"OCCIDENTAL COLL,DEPT BIOL,LOS ANGELES,CA 90041, USA.","KEELEY, JE",480
8903,1,1992,geol survey,Remove,"US GEOL SURVEY,430 NATL CTR,RESTON,VA 22092, USA.","HUPP, CR",481
8908,1,1992,plant,ES,"UNIV ILLINOIS,DEPT PLANT BIOL,URBANA,IL 61801, USA.","AUGSPURGER, CK",482
8909,1,1992,bio,ES,"MACQUARIE UNIV,SCH BIOL SCI,N RYDE,NSW 2109,AUSTRALIA.","HUGHES, L",483
8910,1,1992,bio,ES,"MACQUARIE UNIV,SCH BIOL SCI,N RYDE,NSW 2109,AUSTRALIA.","HUGHES, L",483
8912,1,1992,ent,ES,"UNIV MARYLAND,DEPT ENTOMOL,COLL PK,MD 20742, USA.","DENNO, RF",484
8916,1,1992,nat,ES,"UNIV NATL COLOMBIA, INST CIENCIAS NAT, MUSEO HIST NAT, BOGOTA, COLOMBIA.","STILES, FG",485
8919,1,1992,bio,ES,"COLUMBIA UNIV BARNARD COLL,DEPT BIOL SCI,NEW YORK,NY 10027, USA.","HERTZ, PE",486
8920,1,1992,ent,ES,"UNIV KENTUCKY,TH MORGAN SCH BIOL SCI,BEHAV & EVOLUT ECOL RES GRP,LEXINGTON,KY 40506, USA.","SIH, A",358
8921,1,1992,bio,ES,"ALLEGHENY COLL,DEPT BIOL,MEADVILLE,PA 16335, USA.","WISSINGER, SA",487
8923,1,1992,zoo,ES,"UNIV GUELPH,DEPT ZOOL,GUELPH N1G 2W1,ONTARIO,CANADA.","WILSON, CC",488
