"Paper_ID","Affiliation_ID","Year","Keyword","AffiliationGroup","OriginalAffiliation","Author"
"1327","1","2013","forest","ES"," N Carolina State Univ, Dept Forestry & Environm Resources, Fisheries & Wildlife Program, Raleigh, NC 27607 USA; ","Sollmann, Rahel"
"1327","1","2013","forest","ES"," N Carolina State Univ, Dept Forestry & Environm Resources, Fisheries & Wildlife Program, Raleigh, NC 27607 USA; ","Gardner, Beth"
"1327","2","2013","usgs","Remove"," N Carolina State Univ, USGS, NC Cooperat Fish & Wildlife Res Unit, Dept Biol, Raleigh, NC 27695 USA; ","Parsons, Arielle W."
"1327","2","2013","usgs","Remove"," N Carolina State Univ, USGS, NC Cooperat Fish & Wildlife Res Unit, Dept Biol, Raleigh, NC 27695 USA; ","Stocking, Jessica J."
"1327","2","2013","usgs","Remove"," N Carolina State Univ, USGS, NC Cooperat Fish & Wildlife Res Unit, Dept Biol, Raleigh, NC 27695 USA; ","Simons, Theodore R."
"1327","3","2013","noaa","Remove"," NOAA, Natl Marine Mammal Lab, Alaska Fisheries Sci Ctr, Natl Marine Fisheries Serv, Seattle, WA 98115 USA; ","McClintock, Brett T."
"1327","4","2013","bio","ES"," N Carolina State Univ, Dept Biol, Raleigh, NC 27695 USA; ","Pollock, Kenneth H."
"1327","5","2013","usgs","Remove"," USGS Patuxent Wildlife Res Ctr, Beltsville, MD 20708 USA","O'Connell, Allan F."
"1329","1","2013","marine","ES"," Coll William & Mary, Virginia Inst Marine Sci, Gloucester Point, VA 23062 USA; ","Lefcheck, Jonathan S."
"1329","1","2013","marine","ES"," Coll William & Mary, Virginia Inst Marine Sci, Gloucester Point, VA 23062 USA; ","Whalen, Matthew A."
"1329","1","2013","marine","ES"," Coll William & Mary, Virginia Inst Marine Sci, Gloucester Point, VA 23062 USA; ","Davenport, Theresa M."
"1329","1","2013","marine","ES"," Coll William & Mary, Virginia Inst Marine Sci, Gloucester Point, VA 23062 USA; ","Stone, Joshua P."
"1329","1","2013","marine","ES"," Coll William & Mary, Virginia Inst Marine Sci, Gloucester Point, VA 23062 USA; ","Duffy, J. Emmett"
"1329","2","2013","eco","ES"," Univ Calif Davis, Dept Ecol & Evolut, Davis, CA 95616 USA","Whalen, Matthew A."
"1330","1","2013","zoo","ES"," Univ Wisconsin, Dept Zool, Madison, WI 53706 USA; ","Orrock, John L."
"1330","2","2013","bio","ES"," Univ Rhode Isl, Dept Biol Sci, Kingston, RI 02881 USA; ","Preisser, Evan L."
"1330","3","2013","marine","ES"," Northeastern Univ, Ctr Marine Sci, Nahant, MA 01908 USA","Grabowski, Jonathan H."
"1330","3","2013","marine","ES"," Northeastern Univ, Ctr Marine Sci, Nahant, MA 01908 USA","Trussell, Geoffrey C."
"1331","1","2013","bio","ES"," Univ Lyon, F-69000 Lyon, France; Univ Lyon 1, CNRS, UMR5558, Lab Biometrie & Biol Evolut, F-69622 Villeurbanne, France","Tafani, Marion Univ Lyon 1, CNRS, UMR5558, Lab Biometrie & Biol Evolut, F-69622 Villeurbanne, France"
"1332","1","2013","zoo","ES"," Univ Cambridge, Dept Zool, Cambridge CB2 3EJ, England; ","Bateman, A. W."
"1332","1","2013","zoo","ES"," Univ Cambridge, Dept Zool, Cambridge CB2 3EJ, England; ","Ozgul, A."
"1332","1","2013","zoo","ES"," Univ Cambridge, Dept Zool, Cambridge CB2 3EJ, England; ","Clutton-Brock, T. H."
"1332","2","2013","med","ES"," Univ London Imperial Coll Sci Technol & Med, Dept Life Sci, Ascot SL5 7PY, Berks, England; ","Ozgul, A."
"1332","2","2013","med","ES"," Univ London Imperial Coll Sci Technol & Med, Dept Life Sci, Ascot SL5 7PY, Berks, England; ","Coulson, T."
"1332","3","2013","bio","ES"," Univ Edinburgh, Sch Biol Sci, Inst Evolutionary Biol, Edinburgh EH9 3JT, Midlothian, Scotland; ","Nielsen, J. F."
"1332","4","2013","zoo","ES"," Zool Soc London, Inst Zool, London NW1 4RY, England","Nielsen, J. F."
"1333","1","2013","env","ES"," Univ Calif Berkeley, Dept Environm Sci Policy & Management, Berkeley, CA 94720 USA; ","Tingley, Morgan W."
"1333","1","2013","env","ES"," Univ Calif Berkeley, Dept Environm Sci Policy & Management, Berkeley, CA 94720 USA; ","Beissinger, Steven R."
"1333","2","2013","verteb","ES"," Univ Calif Berkeley, Museum Vertebrate Zool, Berkeley, CA 94720 USA","Tingley, Morgan W."
"1333","2","2013","verteb","ES"," Univ Calif Berkeley, Museum Vertebrate Zool, Berkeley, CA 94720 USA","Beissinger, Steven R."
"1334","1","2013","geol survey","Remove"," Colorado State Univ, US Geol Survey, Colorado Cooperat Fish & Wildlife Res Unit, Ft Collins, CO 80523 USA; ","Kendall, William L."
"1334","2","2013","geol survey","Remove"," US Geol Survey, Patuxent Wildlife Res Ctr, Laurel, MD 20708 USA","Hines, James E."
"1334","2","2013","geol survey","Remove"," US Geol Survey, Patuxent Wildlife Res Ctr, Laurel, MD 20708 USA","Nichols, James D."
"1334","2","2013","geol survey","Remove"," US Geol Survey, Patuxent Wildlife Res Ctr, Laurel, MD 20708 USA","Grant, Evan H. Campbell"
"1335","1","2013","bio","ES"," Univ Glasgow, Inst Biodivers Anim Hlth & Comparat Med, Coll Med Vet & Life Sci, Glasgow G12 8QQ, Lanark, Scotland; ","Burton, Tim"
"1335","1","2013","bio","ES"," Univ Glasgow, Inst Biodivers Anim Hlth & Comparat Med, Coll Med Vet & Life Sci, Glasgow G12 8QQ, Lanark, Scotland; ","Metcalfe, N. B."
"1335","2","2013","fish","ES"," Conon Dist Salmon Fishery Board, By Muir Of Ord IV6 7XA, Ross Shire, England; ","McKelvey, S."
"1335","3","2013","marine","ES"," Marine Scotland Sci, Freshwater Lab, Pitlochry PH16 5LB, Perth, Scotland","Stewart, D. C."
"1335","3","2013","marine","ES"," Marine Scotland Sci, Freshwater Lab, Pitlochry PH16 5LB, Perth, Scotland","Armstrong, J. D."
"1336","1","2013","bio","ES"," Univ Quebec, Dept Sci Biol, Canada Res Chair Spatial Modelling & Biodivers, Montreal, PQ H3C 3P8, Canada; ","Henriques-Silva, Renato"
"1336","1","2013","bio","ES"," Univ Quebec, Dept Sci Biol, Canada Res Chair Spatial Modelling & Biodivers, Montreal, PQ H3C 3P8, Canada; ","Peres-Neto, Pedro R."
"1336","2","2013","bio","ES"," Univ Western Ontario, Dept Biol, London, ON N6A 5B7, Canada","Lindo, Zoe"
"1337","1","2013","bio","ES"," Siena Coll, Dept Biol, Loudonville, NY 12211 USA; ","Fraser, Douglas F."
"1337","2","2013","bio","ES"," N Carolina State Univ, Dept Biol, Raleigh, NC 27695 USA","Lamphere, Bradley A."
"1338","1","2013","reef","ES"," James Cook Univ, ARC Ctr Excellence Coral Reef Studies, Townsville, Qld 4811, Australia; ","Figueiredo, Joana"
"1338","1","2013","reef","ES"," James Cook Univ, ARC Ctr Excellence Coral Reef Studies, Townsville, Qld 4811, Australia; ","Baird, Andrew H."
"1338","1","2013","reef","ES"," James Cook Univ, ARC Ctr Excellence Coral Reef Studies, Townsville, Qld 4811, Australia; ","Connolly, Sean R."
"1338","2","2013","marine","ES"," James Cook Univ, Sch Marine & Trop Biol, Townsville, Qld 4811, Australia","Connolly, Sean R."
"1339","1","2013","land","ES"," Univ Helsinki, Dept Geosci & Geog, FI-00014 Helsinki, Finland; ","Soininen, Janne"
"1339","1","2013","land","ES"," Univ Helsinki, Dept Geosci & Geog, FI-00014 Helsinki, Finland; ","Luoto, Miska"
"1339","2","2013","env","ES"," Univ Helsinki, Dept Environm Sci, FI-00014 Helsinki, Finland","Korhonen, Jenni J."
"1340","1","2013","land","ES"," Univ Helsinki, Dept Geosci & Geog, FI-00014 Helsinki, Finland; ","le Roux, Peter C."
"1340","1","2013","land","ES"," Univ Helsinki, Dept Geosci & Geog, FI-00014 Helsinki, Finland; ","Luoto, Miska"
"1340","2","2013","eco","ES"," Jules Verne Univ Picardie, UR Ecol & Dynam Syst Anthropises EA 4698, Plant Biodivers Lab, F-80037 Amiens 1, France; ","Lenoir, Jonathan"
"1340","3","2013","eco","ES"," Univ Lausanne, Dept Ecol & Evolut, Lausanne, Switzerland; ","Pellissier, Loic"
"1340","4","2013","bio","ES"," Aarhus Univ, Dept Biosci, Arctic Res Ctr, DK-4000 Roskilde, Denmark; ","Wisz, Mary S."
"1340","5","2013","land","ES"," Greenland Climate Res Ctr, Greenland Inst Nat Resources, Nuuk, Greenland","Wisz, Mary S."
"1341","1","2013","bio","ES"," Univ Florida, Dept Biol, Gainesville, FL 32611 USA; ","Palmer, Todd M."
"1341","2","2013","bio","ES"," Univ Vermont, Dept Biol, Burlington, VT 05405 USA","Brody, Alison K."
"1342","1","2013","bio","ES"," Stanford Univ, Dept Biol, Stanford, CA 94305 USA; ","Young, Hillary S."
"1342","1","2013","bio","ES"," Stanford Univ, Dept Biol, Stanford, CA 94305 USA; ","Hutson, Michael S."
"1342","1","2013","bio","ES"," Stanford Univ, Dept Biol, Stanford, CA 94305 USA; ","Ter-Kuile, Miller"
"1342","1","2013","bio","ES"," Stanford Univ, Dept Biol, Stanford, CA 94305 USA; ","Dirzo, Rodolfo"
"1342","2","2013","smithsonian","ES"," Smithsonian Inst, Div Vertebrate Zool, Washington, DC 20013 USA; ","Young, Hillary S."
"1342","3","2013","env","ES"," Harvard Univ, Ctr Environm, Cambridge, MA 02138 USA; ","Young, Hillary S."
"1342","4","2013","marine","ES"," Stanford Univ, Hopkins Marine Stn, Pacific Grove, CA 93950 USA; ","McCauley, Douglas J."
"1342","5","2013","env","ES"," Univ Calif Berkeley, Dept Environm Sci Policy & Management, Berkeley, CA 93950 USA; ","McCauley, Douglas J."
"1342","6","2013","env","ES"," Stanford Univ, Dept Environm Earth Syst Sci, Stanford, CA 94305 USA","Dunbar, Robert B."
"1343","1","2013","ag","ES"," Wageningen Univ, Entomol Lab, NL-6700 EH Wageningen, Netherlands","Pashalidou, Foteini G."
"1343","1","2013","ag","ES"," Wageningen Univ, Entomol Lab, NL-6700 EH Wageningen, Netherlands","Lucas-Barbosa, Dani"
"1343","1","2013","ag","ES"," Wageningen Univ, Entomol Lab, NL-6700 EH Wageningen, Netherlands","van Loon, Joop J. A."
"1343","1","2013","ag","ES"," Wageningen Univ, Entomol Lab, NL-6700 EH Wageningen, Netherlands","Dicke, Marcel"
"1343","1","2013","ag","ES"," Wageningen Univ, Entomol Lab, NL-6700 EH Wageningen, Netherlands","Fatouros, Nina E."
"1344","1","2013","eco","ES"," Univ Calif Irvine, Dept Ecol & Evolutionary Biol, Irvine, CA 92697 USA; ","Allison, Steven D."
"1344","1","2013","eco","ES"," Univ Calif Irvine, Dept Ecol & Evolutionary Biol, Irvine, CA 92697 USA; ","Lu, Ying"
"1344","1","2013","eco","ES"," Univ Calif Irvine, Dept Ecol & Evolutionary Biol, Irvine, CA 92697 USA; ","Weihe, Claudia"
"1344","1","2013","eco","ES"," Univ Calif Irvine, Dept Ecol & Evolutionary Biol, Irvine, CA 92697 USA; ","Martiny, Adam C."
"1344","1","2013","eco","ES"," Univ Calif Irvine, Dept Ecol & Evolutionary Biol, Irvine, CA 92697 USA; ","Treseder, Kathleen K."
"1344","1","2013","eco","ES"," Univ Calif Irvine, Dept Ecol & Evolutionary Biol, Irvine, CA 92697 USA; ","Martiny, Jennifer B. H."
"1344","2","2013","earth","ES"," Univ Calif Irvine, Dept Earth Syst Sci, Irvine, CA 92697 USA","Allison, Steven D."
"1344","2","2013","earth","ES"," Univ Calif Irvine, Dept Earth Syst Sci, Irvine, CA 92697 USA","Goulden, Michael L."
"1344","2","2013","earth","ES"," Univ Calif Irvine, Dept Earth Syst Sci, Irvine, CA 92697 USA","Martiny, Adam C."
"1345","1","2013","engn,","EG"," Fudan Univ, Coastal Ecosyst Res Stn Yangtze River Estuary, Minist Educ, Key Lab Biodivers Sci & Ecol Engn,Inst Biodivers, Shanghai 200433, Peoples R China; ","Lu, Meng"
"1345","1","2013","engn,","EG"," Fudan Univ, Coastal Ecosyst Res Stn Yangtze River Estuary, Minist Educ, Key Lab Biodivers Sci & Ecol Engn,Inst Biodivers, Shanghai 200433, Peoples R China; ","Zhou, Xuhui"
"1345","1","2013","engn,","EG"," Fudan Univ, Coastal Ecosyst Res Stn Yangtze River Estuary, Minist Educ, Key Lab Biodivers Sci & Ecol Engn,Inst Biodivers, Shanghai 200433, Peoples R China; ","Yang, Qiang"
"1345","1","2013","engn,","EG"," Fudan Univ, Coastal Ecosyst Res Stn Yangtze River Estuary, Minist Educ, Key Lab Biodivers Sci & Ecol Engn,Inst Biodivers, Shanghai 200433, Peoples R China; ","Li, Hui"
"1345","1","2013","engn,","EG"," Fudan Univ, Coastal Ecosyst Res Stn Yangtze River Estuary, Minist Educ, Key Lab Biodivers Sci & Ecol Engn,Inst Biodivers, Shanghai 200433, Peoples R China; ","Luo, Yiqi"
"1345","1","2013","engn,","EG"," Fudan Univ, Coastal Ecosyst Res Stn Yangtze River Estuary, Minist Educ, Key Lab Biodivers Sci & Ecol Engn,Inst Biodivers, Shanghai 200433, Peoples R China; ","Fang, Changming"
"1345","1","2013","engn,","EG"," Fudan Univ, Coastal Ecosyst Res Stn Yangtze River Estuary, Minist Educ, Key Lab Biodivers Sci & Ecol Engn,Inst Biodivers, Shanghai 200433, Peoples R China; ","Chen, Jiakuan"
"1345","1","2013","engn,","EG"," Fudan Univ, Coastal Ecosyst Res Stn Yangtze River Estuary, Minist Educ, Key Lab Biodivers Sci & Ecol Engn,Inst Biodivers, Shanghai 200433, Peoples R China; ","Li, Bo"
"1345","2","2013","microbiol","ES"," Univ Oklahoma, Dept Microbiol & Plant Biol, Norman, OK 73019 USA; ","Luo, Yiqi"
"1345","3","2013","engn,","EG"," Fudan Univ, Dept Environm Sci & Engn, Shanghai 200433, Peoples R China","Lu, Meng"
"1345","3","2013","engn,","EG"," Fudan Univ, Dept Environm Sci & Engn, Shanghai 200433, Peoples R China","Yang, Xin"
"1346","1","2013","forest","ES"," Oregon State Univ, Dept Forest Ecosyst & Soc, Corvallis, OR 97331 USA; ","Yelenik, Stephanie"
"1346","1","2013","forest","ES"," Oregon State Univ, Dept Forest Ecosyst & Soc, Corvallis, OR 97331 USA; ","Hibbs, David"
"1346","2","2013","geol survey","Remove"," US Geol Survey, Forest & Rangeland Ecosyst Sci Ctr, Corvallis, OR 97331 USA","Perakis, Steven"
"1347","1","2013","bio","ES"," Univ Texas Austin, Sect Integrat Biol, Austin, TX 78712 USA","Alofs, Karen M."
"1347","1","2013","bio","ES"," Univ Texas Austin, Sect Integrat Biol, Austin, TX 78712 USA","Fowler, Norma L."
"1348","1","2013","math ","MA"," Tel Aviv Univ, Dept Zool, Biomath Unit, IL-69978 Tel Aviv, Israel; ","Axelsen, Jacob Bock"
"1348","1","2013","math ","MA"," Tel Aviv Univ, Dept Zool, Biomath Unit, IL-69978 Tel Aviv, Israel; ","Roll, Uri"
"1348","1","2013","math ","MA"," Tel Aviv Univ, Dept Zool, Biomath Unit, IL-69978 Tel Aviv, Israel; ","Stone, Lewi"
"1348","2","2013","oceanog","ES"," Woods Hole Oceanog Inst, Woods Hole, MA 02543 USA","Solow, Andrew"
"1349","1","2013","bio","ES"," Univ Oulu, Dept Biol, Oulu 90014, Finland; ","Kaukonen, Maarit"
"1349","1","2013","bio","ES"," Univ Oulu, Dept Biol, Oulu 90014, Finland; ","Ruotsalainen, Anna Liisa"
"1349","1","2013","bio","ES"," Univ Oulu, Dept Biol, Oulu 90014, Finland; ","Wali, Piippa R."
"1349","1","2013","bio","ES"," Univ Oulu, Dept Biol, Oulu 90014, Finland; ","Saravesi, Karita"
"1349","1","2013","bio","ES"," Univ Oulu, Dept Biol, Oulu 90014, Finland; ","Huusko, Karoliina"
"1349","1","2013","bio","ES"," Univ Oulu, Dept Biol, Oulu 90014, Finland; ","Markkola, Annamari"
"1349","2","2013","forest","ES"," Finnish Forest Res Inst, Rovaniemi, Finland; ","Mannisto, Minna K."
"1349","3","2013","env","ES"," Univ Helsinki, Dept Environm Sci, Lahti 15140, Finland","Setala, Heikki"
"1350","1","2013","bio","ES"," CSIC, Estn Biol Donana, E-41092 Seville, Spain","Herrera, Carlos M."
"1350","1","2013","bio","ES"," CSIC, Estn Biol Donana, E-41092 Seville, Spain","Pozo, Maria I."
"1350","1","2013","bio","ES"," CSIC, Estn Biol Donana, E-41092 Seville, Spain","Medrano, Monica"
"1351","1","2013","business","SS"," Univ Pompeu Fabra, Dept Econ & Business, Barcelona 08005, Spain; ","Greenacre, Michael"
"1351","2","2013","bio","ES"," Univ Tromso, Fac Biol Sci Fisheries & Econ, N-9037 Tromso, Norway","Greenacre, Michael"
"1352","1","2013","usgs","Remove"," USGS, Patuxent Wildlife Res Ctr, Laurel, MD 20708 USA; ","Royle, J. Andrew"
"1352","1","2013","usgs","Remove"," USGS, Patuxent Wildlife Res Ctr, Laurel, MD 20708 USA; ","Chandler, Richard B."
"1352","1","2013","usgs","Remove"," USGS, Patuxent Wildlife Res Ctr, Laurel, MD 20708 USA; ","Gazenski, Kimberly D."
"1352","2","2013","ag","ES"," No Arizona Univ, Flagstaff, AZ 86011 USA","Graves, Tabitha A."
"1354","1","2013","bio","ES"," Penn State Univ, Dept Biol, University Pk, PA 16802 USA; ","Carlo, Tomas A."
"1354","1","2013","bio","ES"," Penn State Univ, Dept Biol, University Pk, PA 16802 USA; ","Gleditsch, Jason M."
"1354","2","2013","eco","ES"," Penn State Univ, Intercoll Grad Degree Program Ecol, University Pk, PA 16802 USA; ","Carlo, Tomas A."
"1354","2","2013","eco","ES"," Penn State Univ, Intercoll Grad Degree Program Ecol, University Pk, PA 16802 USA; ","Gleditsch, Jason M."
"1354","3","2013","bio","ES"," Univ Oviedo, Dept Biol Organismos & Sistemas, E-33071 Oviedo, Asturias, Spain; ","Garcia, Daniel"
"1354","3","2013","bio","ES"," Univ Oviedo, Dept Biol Organismos & Sistemas, E-33071 Oviedo, Asturias, Spain; ","Martinez, Daniel"
"1354","4","2013","bio","ES"," CSIC UO PA, Unidad Mixta Invest Biodiversidad, Oviedo 33071, Asturias, Spain; ","Garcia, Daniel"
"1354","4","2013","bio","ES"," CSIC UO PA, Unidad Mixta Invest Biodiversidad, Oviedo 33071, Asturias, Spain; ","Martinez, Daniel"
"1354","5","2013","eco","ES"," Univ Nacl Comahue, Lab Ecotono, INIBIOMA CONICET, RA-8400 San Carlos De Bariloche, Rio Negro, Argentina","Morales, Juan M."
"1355","1","2013","bio","ES"," Boise State Univ, Dept Biol Sci, Boise, ID 83725 USA; ","Frye, Graham G."
"1355","1","2013","bio","ES"," Boise State Univ, Dept Biol Sci, Boise, ID 83725 USA; ","Forbey, Jennifer S."
"1355","2","2013","fish","ES"," Idaho Dept Fish & Game, Blackfoot, ID 83221 USA; ","Connelly, John W."
"1355","3","2013","fish","ES"," Idaho Dept Fish & Game, Jerome, ID 83338 USA","Musil, David D."
"1356","1","2013","bio","ES"," Dalhousie Univ, Dept Biol, Halifax, NS B3H 4R2, Canada; ","Rollinson, Njal"
"1356","1","2013","bio","ES"," Dalhousie Univ, Dept Biol, Halifax, NS B3H 4R2, Canada; ","Hutchings, Jeffrey A."
"1356","2","2013","bio","ES"," Univ Oslo, Dept Biol, Ctr Ecol & Evolutionary Synth, NO-0316 Oslo, Norway","Hutchings, Jeffrey A."
"1357","1","2013","bio","ES"," Macquarie Univ, Dept Biol Sci, Sydney, NSW 2109, Australia; ","Mariette, Mylene M."
"1357","1","2013","bio","ES"," Macquarie Univ, Dept Biol Sci, Sydney, NSW 2109, Australia; ","Griffith, Simon C."
"1357","2","2013","bio","ES"," Univ New S Wales, Sch Biol Earth & Environm Sci, Sydney, NSW 2052, Australia","Griffith, Simon C."
"1358","1","2013","eco","ES"," Iowa State Univ, Dept Ecol Evolut & Organismal Biol, Ames, IA 50011 USA","Mitchell, Timothy S."
"1358","1","2013","eco","ES"," Iowa State Univ, Dept Ecol Evolut & Organismal Biol, Ames, IA 50011 USA","Warner, Daniel A."
"1358","1","2013","eco","ES"," Iowa State Univ, Dept Ecol Evolut & Organismal Biol, Ames, IA 50011 USA","Janzen, Fredric J."
"1359","1","2013","zoo","ES"," Leibniz Inst Zoo & Wildlife Res, Evolutionary Ecol Res Grp, D-10315 Berlin, Germany","Voigt, Christian C."
"1359","1","2013","zoo","ES"," Leibniz Inst Zoo & Wildlife Res, Evolutionary Ecol Res Grp, D-10315 Berlin, Germany","Schneeberger, Karin"
"1359","1","2013","zoo","ES"," Leibniz Inst Zoo & Wildlife Res, Evolutionary Ecol Res Grp, D-10315 Berlin, Germany","Luckner, Anja"
"1360","1","2013","geol survey","Remove"," Utah State Univ, US Geol Survey, Utah Cooperat Fish & Wildlife Res Unit, Dept Watershed Sci, Logan, UT 84322 USA; ","Budy, Phaedra"
"1360","2","2013","watershed","ES"," Utah State Univ, Dept Watershed Sci, Logan, UT 84322 USA; ","Thiede, Gary P."
"1360","3","2013","nat","ES"," CSIC, Natl Museum Nat Sci, E-28006 Madrid, Spain; ","Lobon-Cervia, Javier"
"1360","4","2013","env","ES"," Icthios Environm, Leon 24009, Spain; ","Gonzalez Fernandez, Gustavo"
"1360","5","2013","fish","ES"," Oregon Dept Fish & Wildlife, Clackamas, OR 97015 USA; ","McHugh, Peter"
"1360","6","2013","bio","ES"," Univ Canterbury, Sch Biol Sci, Christchurch 1, New Zealand; ","McIntosh, Angus"
"1360","6","2013","bio","ES"," Univ Canterbury, Sch Biol Sci, Christchurch 1, New Zealand; ","Jellyman, Phillip"
"1360","7","2013","bio","ES"," Univ Oslo, Dept Biol, Ctr Ecol & Evolutionary Synth, N-0316 Oslo, Norway; ","Vollestad, Lief Asbjorn"
"1360","8","2013","bio","ES"," Univ Leon, Fac Biol, Dept Ecol Genet & Microbiol, E-24071 Leon, Spain","Becares, Eloy"
"1361","1","2013","ag","ES"," Eawag Swiss Fed Inst Aquat Sci & Technol, CH-8600 Dubendorf, Switzerland","Schuwirth, Nele"
"1361","1","2013","ag","ES"," Eawag Swiss Fed Inst Aquat Sci & Technol, CH-8600 Dubendorf, Switzerland","Reichert, Peter"
"1362","1","2013","bio","ES"," Indiana Univ, Dept Biol, Bloomington, IN 47405 USA; ","Civitello, David J."
"1362","1","2013","bio","ES"," Indiana Univ, Dept Biol, Bloomington, IN 47405 USA; ","Hite, Jessica L."
"1362","1","2013","bio","ES"," Indiana Univ, Dept Biol, Bloomington, IN 47405 USA; ","Hall, Spencer R."
"1362","2","2013","bio","ES"," Georgia Inst Technol, Sch Biol, Atlanta, GA 30332 USA","Penczykowski, Rachel M."
"1362","2","2013","bio","ES"," Georgia Inst Technol, Sch Biol, Atlanta, GA 30332 USA","Duffy, Meghan A."
"1363","1","2013","eco","ES"," Univ Illinois, Program Ecol Evolut & Conservat Biol, Urbana, IL 61801 USA; ","Barrett, Carolyn M."
"1363","1","2013","eco","ES"," Univ Illinois, Program Ecol Evolut & Conservat Biol, Urbana, IL 61801 USA; ","Hu, Feng Sheng"
"1363","2","2013","plant","ES"," Univ Illinois, Dept Plant Biol, Urbana, IL 61801 USA; ","Kelly, Ryan"
"1363","2","2013","plant","ES"," Univ Illinois, Dept Plant Biol, Urbana, IL 61801 USA; ","Hu, Feng Sheng"
"1363","3","2013","nat","ES"," Univ Idaho, Coll Nat Resources, Moscow, ID 83844 USA","Higuera, Philip E."
"1364","1","2013","forest","ES"," Purdue Univ, Dept Forestry & Nat Resources, W Lafayette, IN 47907 USA; ","Suseela, Vidya"
"1364","1","2013","forest","ES"," Purdue Univ, Dept Forestry & Nat Resources, W Lafayette, IN 47907 USA; ","Dukes, Jeffrey S."
"1364","2","2013","bio","ES"," Purdue Univ, Dept Biol Sci, W Lafayette, IN 47907 USA; ","Dukes, Jeffrey S."
"1364","3","2013","bio","ES"," Univ Massachusetts, Dept Biol, Boston, MA 02125 USA","Dukes, Jeffrey S."
"1365","1","2013","forest","ES"," Harvard Univ, Harvard Forest, Petersham, MA 01366 USA; ","Plotkin, Audrey Barker"
"1365","1","2013","forest","ES"," Harvard Univ, Harvard Forest, Petersham, MA 01366 USA; ","Foster, David"
"1365","2","2013","forest","ES"," Northeast Forest & Fire Management LLC, Sandwich, MA 02563 USA; ","Carlson, Joel"
"1365","3","2013","earth","ES"," Univ New Hampshire, Earth Syst Res Ctr, Durham, NH 03824 USA","Magill, Alison"
"1366","1","2013","zoo","ES"," Univ Wisconsin, Dept Zool, Madison, WI 53706 USA; ","Veldman, Joseph W."
"1366","1","2013","zoo","ES"," Univ Wisconsin, Dept Zool, Madison, WI 53706 USA; ","Mattingly, W. Brett"
"1366","2","2013","plant","ES"," Michigan State Univ, Dept Plant Biol, E Lansing, MI 48824 USA","Brudvig, Lars A."
"1367","1","2013","life","ES"," Arizona State Univ, Sch Life Sci, Tempe, AZ 85287 USA; ","Reichmann, Lara G."
"1367","1","2013","life","ES"," Arizona State Univ, Sch Life Sci, Tempe, AZ 85287 USA; ","Sala, Osvaldo E."
"1367","2","2013","orn","ES"," New Mexico State Univ, Jornada Basin Long Term Ecol Res Program, Las Cruces, NM 88003 USA; ","Reichmann, Lara G."
"1367","2","2013","orn","ES"," New Mexico State Univ, Jornada Basin Long Term Ecol Res Program, Las Cruces, NM 88003 USA; ","Sala, Osvaldo E."
"1367","2","2013","orn","ES"," New Mexico State Univ, Jornada Basin Long Term Ecol Res Program, Las Cruces, NM 88003 USA; ","Peters, Debra P. C."
"1367","3","2013","usda","Remove"," New Mexico State Univ, ARS, USDA, Jornada Expt Range, Las Cruces, NM 88003 USA","Peters, Debra P. C."
"1368","1","2013","bio","ES"," Univ Penn, Dept Biol, Philadelphia, PA 19104 USA; ","Liancourt, Pierre"
"1368","1","2013","bio","ES"," Univ Penn, Dept Biol, Philadelphia, PA 19104 USA; ","Spence, Laura A."
"1368","1","2013","bio","ES"," Univ Penn, Dept Biol, Philadelphia, PA 19104 USA; ","Song, Daniel S."
"1368","1","2013","bio","ES"," Univ Penn, Dept Biol, Philadelphia, PA 19104 USA; ","Helliker, Brent R."
"1368","1","2013","bio","ES"," Univ Penn, Dept Biol, Philadelphia, PA 19104 USA; ","Petraitis, Peter S."
"1368","1","2013","bio","ES"," Univ Penn, Dept Biol, Philadelphia, PA 19104 USA; ","Casper, Brenda B."
"1368","2","2013","min","ES"," Univ Wyoming, Dept Bot, Laramie, WY 82071 USA; ","Lkhagva, Ariuntsetseg"
"1368","3","2013","earth","ES"," Univ Penn, Dept Earth & Environm Sci, Philadelphia, PA 19104 USA; ","Sharkhuu, Anarmaa"
"1368","4","2013","nat","ES"," Natl Univ Mongolia, Dept Ecol, Ulaanbaatar 210646, Mongol Peo Rep","Boldgiv, Bazartseren"
"1369","1","2013","evol","ES"," Univ Massachusetts, Grad Program Organism & Evolutionary Biol, Amherst, MA 01003 USA; ","Gillespie, S. D."
"1369","2","2013","plant","ES"," Univ Massachusetts, Dept Plant Soil & Insect Sci, Amherst, MA 01003 USA","Gillespie, S. D."
"1369","2","2013","plant","ES"," Univ Massachusetts, Dept Plant Soil & Insect Sci, Amherst, MA 01003 USA","Adler, L. S."
"1370","1","2013","eco","ES"," Univ Jena, Inst Ecol, D-07749 Jena, Germany; ","Allan, Eric"
"1370","1","2013","eco","ES"," Univ Jena, Inst Ecol, D-07749 Jena, Germany; ","Jenkins, Tania"
"1370","2","2013","plant","ES"," Univ Bern, Inst Plant Sci, CH-3013 Bern, Switzerland; ","Allan, Eric"
"1370","2","2013","plant","ES"," Univ Bern, Inst Plant Sci, CH-3013 Bern, Switzerland; ","Fischer, Markus"
"1370","3","2013","eco","ES"," Univ Lausanne Sorge, Dept Ecol & Evolut, CH-1015 Lausanne, Switzerland; ","Jenkins, Tania"
